id,clean_comment,Label_API,Person_1,Person_2,emotion
5858,"bùi nguồi nhớ lại những ký ức thời còn là học sinh trung học, rất cảm ơn chương trình đã cho tôi sống lại thời gian đó….","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5859,"văn hóa cực kỳ quan trọng . văn hóa độc hại nó thấm dần khiến người bị ngộ độc không thể nhận ra được . quản trị viên làm về chủ đề ""yêu đồ lính"" đi ạ! nó rất đáng phải lưu tâm","enjoyment, sadness, anger, fear","enjoyment, sadness, anger, fear","enjoyment, sadness, anger, fear","enjoyment, sadness, anger, fear"
5860,"ngành giải trí không chỉ có mỗi việc ""mua vui cho đời"". mà nó còn là vũ khí đáng sợ và vô cùng hiệu quả để quảng bá văn hóa, gia tăng quyền lực mềm, ...",other,"fear, surprise, other",other,other
5861,"mình thật sự khá buồn khi lịch sử việt nam anh hùng bất khuất, có nhiều cuộc chiến chính nghĩa chống giặc ngoại xâm và rất nhiều anh hùng dân tộc nhưng lại có rất ít bộ phim làm về họ . phim việt nam đã ít phim hay lại còn đầu tư chủ yếu vào những phim giải trí, điện ảnh việt nam thật sự đang rất yếu khi không khai thác được những chất liệu hay của lịch sử dân tộc . và đấy cũng là lý do khiến chúng ta rất ít mang được văn hóa tốt đẹp của đất nước việt nam giới thiệu với bạn bè quốc tế qua điện ảnh, rất nhiều người nước ngoài chia sẻ rằng họ xem phim thì chỉ biết đến việt nam bằng hình ảnh chiến tranh và sự nghèo đói . điện ảnh nước nhà vẫn đang nợ lịch sử dân tộc thêm những bộ phim để đời!","sadness, anger, disgust, surprise","sadness, anger, disgust, surprise","sadness, anger, disgust, surprise","sadness, anger, disgust, surprise"
5862,"phim ảnh nước ngoài đã đưa ý đồ vào không phải vô tình, cần lắm những kênh phân tích như vậy để người việt nam thấy rõ sự nghiêm trọng của phim ảnh nước ngoài","fear, surprise, other","fear, surprise, other","fear, surprise, other","fear, surprise, other"
5863,"ngày trước có con bạn tôi nói: ""ước gì ngày xưa trung quốc chiếm được việt nam để nó xem phim hoa ngữ không cần việt subcribe"" đúng cạn lời","sadness, disgust, surprise","sadness, disgust, surprise","sadness, disgust, surprise","sadness, disgust, surprise"
5864,quản trị viên hình như quên mất về sức manh mềm có ưu và nhược điểm gì rồi! đúng lý ra quản trị viên phải mô tả chi tiết 2 điểm này để khai thác nhằm trang bị cho quý thính giả những kiến thức mang tính phòng vệ trong thời buổi chiến tranh thông tin và loạn lạc thông tin như bây giờ!,"fear, surprise, other","fear, surprise, other",other,other
5865,1 người lính trung quốc có thể tiêu diệt được cả 1 sư đoàn nhật bản...ở trong phim 😂,"surprise, enjoyment, other","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
5866,"thần tượng thì dĩ nhiên là không ai cấm rồi, vì ai cũng có quyền yêu, ghét cái đẹp hay nghệ thuật mà! nhưng u mê đến nổi chúng nó chửi vào mặt ông bà, tổ tiên mình mà vẫn cứ mắt lim dim, mồm lẩm bẩm say mê đắm thì đúng là...chịu rồi!!! bỡi vậy ông bà xưa mới hay tức khí lên mà mắng ""biết vậy hồi trước tao đẻ cái hột vịt lộn còn có ít hơn ý!"" 😂","enjoyment, anger, disgust, surprise","enjoyment, anger, disgust, surprise","enjoyment, anger, disgust, surprise","enjoyment, anger, disgust, surprise"
5867,"tôi đồng ý với nội dung này, hi vọng bên văn hóa và giáo dục của việt nam! có cách để đối phó với loại hình xuyên tạc này",other,other,other,other
5868,tư tưởng bành trướng trinh phục các vùng đất mới là quá đỉnh luôn . đàm phán chỉ giành cho kẻ yếu,"anger, disgust, fear","sadness, anger, disgust, other","sadness, anger, disgust, other","sadness, anger, disgust, other"
5869,"điều đáng tiếc nhất trong cuộc sống là những điều hay lẽ thiệt chẳng mấy khi đến hoặc lọt vào tai những đối tượng cần được nghe, cần được giáo dục về khía cạnh ấy.","sadness, disgust, other","sadness, disgust, other","sadness, disgust, other","sadness, disgust, other"
5870,giờ mình thi thoảng xem phim của anh tinh cùng trương nghệ mưu thôi . chủ yếu xem anime vẫn là chính.,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5871,tôi thấy việt nam nên học trung quốc cái vụ hạn chế phim nước ngoài với quản lý nghệ sĩ trong nc,"disgust, anger, surprise","disgust, anger, surprise","disgust, anger, surprise","disgust, anger, surprise"
5872,"những kẻ hâm mộ idol một cách chấp mê bất ngộ như thế này, không đáng được sinh ra trên cõi đời này","disgust, anger, other","disgust, anger, other","disgust, anger, other","disgust, anger, other"
5873,tôi nghĩ chúng ta phải nâng cao giáo dục hơn nữa để mọi người nhận biết được tốt xấu để tránh bị ảnh hưởng bởi thần tượng,"fear, disgust, surprise","fear, disgust, surprise","fear, disgust, surprise","fear, disgust, surprise"
5874,bộ văn hóa cần có biện pháp mạnh tay hơn . đừng coi thường dăm ba cái phim thần tượng . 1 việc sai nói mãi thì cũng thành đúng đấy,"anger, disgust, other","anger, disgust, other","anger, disgust, other","anger, disgust, other"
5875,thắng viết sử thua làm phim tự hào ghê 😂,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5876,quản lý các bé dưới 18 tuổi phù hợp . tuổi trẻ hay học nhau đú idol lắm . rồi các bé cũng lớn thì tự hiểu ra thôi.,"enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
5877,"thực ra xem mấy bộ phim độc hại đó hay không không phải là vấn đề quan trọng nhất, mà là những người xem trước và trong khi xem có phân biệt được đúng sai hay là không . mặc dù tôi biết thừa bộ phim ""lấy danh nghĩa người nhà"" khi xem qua trailer có 1 số tình tiết liên quan đến đường lưỡi bò, nhưng xét cho cùng, đó không phải là nội dung chính của bộ phim, vả lại tôi cũng đã đủ hiểu biết và đủ lớn để biết những gì là đúng, những gì là sai, nên nhiều khi em tôi mở lên tôi cũng vào xem chung.","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
5878,phong cách .. của các nhân vật .. trong nghệ thuật tuồng thật hào sảng .. có cảm giác . như được chiêm ngưỡng . các vị thiên tướng ..,"enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
5879,"nghệ thuật truyền thống của việt nam .. nhất là tuồng., chèo .. thật quá tuyệt vời ..","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5880,"vô tình gặp cô chú diễn ở phố cổ, mê đến nỗi tìm lại các vở tuồng xem lại . rất ý nghĩa và hay luôn ạ","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5881,"cứ mỗi lần xem trích đoạn đào tam xuân đề cờ lại nhớ tới cố nhà giáo ưu tú trịnh kim huệ, giảng viên khoa kịch hát trường đại học skđa hà nội, sanh thời cô đã hướng dẫn vũ đạo chuyên ngành không biết cho bao nhiêu thế học sinh sinh viên ngành tuồng và cải lương của trường cũng như của nhà hát tuồng","enjoyment, sadness, surprise","enjoyment, sadness, surprise","enjoyment, sadness, surprise","enjoyment, sadness, surprise"
5882,xin cảm ơn các nghệ sỹ cùng tác giả đã đăng video giúp mọi người được thưởng thức!,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5883,trích đoạn này xem rất nghiện,enjoyment,enjoyment,enjoyment,enjoyment
5884,ý nghĩa và hay lắm lun❤️️️,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5885,hi vọng nhà hát cho ra nhiều vở tuồng khác hay nữa,enjoyment,enjoyment,other,other
5886,hồ nguyệt cô hóa cáo kim ngân diễn hay quá! rất nhập vai,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5887,diễn xuất tuyệt vời!,enjoyment,enjoyment,enjoyment,enjoyment
5888,mỗi vở diễn đều có những nét hay khác nhau . sẽ ủng hộ chung tay giữ gìn nét đẹp nghệ thuật việt nam!,"enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
5889,xin hỏi diễn viên trẻ nhất của đoàn là bạn tuổi . tôi muốn xem trọn 1 vở ở rạp thì tìm thông tin ở đâu ạ,other,other,other,other
5890,"hay quá ạ, ngày nào mình cũng xem tuồng",enjoyment,enjoyment,enjoyment,enjoyment
5891,lâu rồi mới nghe tuồng hay quá,other,other,other,other
5892,toàn trích đoạn hay . rất đáng xem!,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5893,hay vậy sao không up 1 vở tuồng hoàn chỉnh vậy quản trị viên,other,other,other,other
5894,tuồng cổ thật tuyệt,"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
5895,thầy làm bài về cách hết ngại trước đám đông đi ạ!!: <,"fear, surprise, other","fear, surprise, other","fear, surprise, other","fear, surprise, other"
5896,"thầy ơi, con muốn nói con cám ơn thầy thật nhiều ạ. sau khi coi và áp dụng video bài giảng của thầy, việc đầu tiên con muốn làm chính là quay lại video này để nói lời cám ơn chân thành nhất đến thầy! nhờ thầy mà con đã thoát ra khỏi trạng thái áp lực, khủng hoảng và trở nên tươi vui, sảng khoái trở lại đấy ạ! không chỉ bài giảng này, mà còn nhiều bài giảng khác của thầy cũng cực kì hữu ích . con mong thầy giữ gìn sức khỏe và tiếp tục có những bài giảng tuyệt vời hơn như thế nữa nhé . con chào thầy và một lần nữa con muốn cám ơn thầy thật nhiều ạ ❤️","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
5897,"em nghe video của thầy từ cái hồi mới 5 chục không subcribe, không ngờ kênh chủ đề giáo dục ở việt nam mà có thể chạm ngưỡng gần 1,5 triệu subcribe . chúc mừng thầy và mong web5ngay có thêm nhiều video hữu ích nữa.","surprise, enjoyment, other","surprise, enjoyment, other","surprise, enjoyment, other","surprise, enjoyment, other"
5898,cảm ơn thầy vì tất cả.những điều thầy giúp mọi người là vô giá.ko thể đo đếm bằng tiền bạc hay vật chất được.nó thay đổi cuộc sống của rất nhiều người.hi vọng thầy có thể tự hào và hạnh phúc với việc mình làm.nó thật sự rất vĩ đại 👍,"enjoyment, other","enjoyment, other","enjoyment, other","enjoyment, other"
5899,"mỗi khi em bùn, cô đơn em lại xem những video của thấy, điều đó giúp em cảm thấy yêu cuộc đời này hơn . cám ơn thầy rất nhiều, chúc thầy nhiều sức khỏe!","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
5900,"cảm ơn những video của thầy và ekip, chúc mọi người sức khỏe . khi em buồn, em thường dành 10 phút để suy ngẫm, tìm một suy nghĩ lạc quan hơn 😊","sadness, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other"
5901,"tôi 57 tuổi nhưng chỉ là học trò của bạn thôi . comment này chỉ một mục đích duy nhất là gửi 2 tiếng ""cảm ơn"" đến bạn . rất triều mến bạn vì sự nhạy bén sáng tạo, vì lòng tốt, vì sự phấn đấu vươn lên không ngừng nơi bạn . hãy tiếp tục cứu đời cứu người theo cách rất vì diệu của mình.","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
5902,"em cám ơn thầy nhiều, nhờ những video của thầy mà em thay đổi và biết được rất nhiều thứ mới mẻ, nhiều khi còn hệ thống lại những thứ mình đã từng đọc qua . em rất hy vọng thầy có thể ra một video về tìm lại sự tự tin, hết tự ti, không còn thu hẹp bản thân vì suy nghĩ của người khác mà sống hết mình sống đúng với mình ạ. em là người hướng ngoại nhưng em lại bị như thế, đối với em nó là một căn bệnh em hy vọng thầy có thể cùng em chữa căn bệnh này . em rất cám ơn thầy, xin chúc sức khỏe thầy ạ!","enjoyment, surprise","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
5903,"15:08 ""nó chưa có...die hẳn"" 😂haha thầy lầy ghia ạ. hôm nay em đã rất stress và thấy tự ti về bản thân mình, nhưng nhờ video của thầy em đã vui vẻ trở lại rùi😄mỗi lần gặp khó khăn là lập tức lục video thầy coi và hành động như lời thầy dặn . chuyện gì ít nhiều cũng giải quyết được! em cảm ơn thầy nhiều lắm! ❤ kính chúc thầy luôn mạnh khỏe để ra nhiều video bổ ích như thế này nữa ạ ","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
5904,"em thực rất trân quý tấm lòng của thầy dành cho tất cả chúng em . thầy giảng bất kỳ điều gì cũng đều hết sức kỹ càng, tỉ mỉ hết mức, lại toàn là những điều rất đời thường của hầu hết mọi người . chỉ tiếc là em đang nhắm mắt và phiêu theo tiếng ghita thì bị ai đó cắt cái rụp, buồn ơi là sầu . hihi . xin cảm ơn tấm chân thành của thầy ạ.","sadness, surprise, other","sadness, surprise, other","sadness, surprise, other","sadness, surprise, other"
5905,"tóm gọn lại: nghe nhạc mình thích và tập trung vào 1 loại nhạc cụ bạn thích, từ đầu bài đến cuối bài, như thể bạn là người chơi nhạc cụ ấy trong bài hát là sẽ hết time hay đầu óc để snghi những chuyện tiêu cực nữa! cám ơn ad❤️","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5906,"ngày hôm qua con đi ăn tối với phó tổng giám đốc của công ty . qua cách trò chuyện con nghĩ ngay tới thầy . rất gần gũi, thân thiện, vui vẻ và chân thành . cảm ơn thầy rất nhiều.",enjoyment,enjoyment,"enjoyment, surprise, other","enjoyment, surprise, other"
5907,đúng là khi buồn thì đeo tai phone rồi tập trung nghe 1 nhạc cụ trong bài hát mình yêu thích khoảng 5p liền cân bằng cảm xúc trở lại thầy ạ. mà em nghe rồi ghiền nên nghe 30p rồi hát theo luôn 😊 . giờ thì em nạp đầy năng lượng lại rồi . em cảm ơn thầy ạ.,"sadness, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other"
5908,"cách của thầy về cơ bản rất hay . nhưng về phần cách vượt qua thì các bạn có thể thử làm mọi thứ khác mà mình cảm thấy thích thú là được . vì không phải ai cũng yêu âm nhạc vì thế việc cố gắng nghe để phân tích nhạc cụ trong đó sẽ gây thêm sự muộn phiền trong bạn mà thôi . cách tốt nhất để vượt qua nỗi buồn là hãy đối diện với nó . vì nếu bạn tự ép bản thân phải tập trung vào thứ khác để quên đi thì sau khi kết thúc việc tập trung đó nỗi đau sẽ ùa về trong bạn mạnh mẽ hơn nữa . vì vậy bạn muốn khóc cứ khóc, muốn la hét cứ việc...sau đó là chính mình phải tự bước qua nỗi buồn . ví dụ như cách của thầy là tìm bản nhạc yêu thích để nghe, hoặc rủ hội bạn đi mua sắm, đi du lịch, trải lòng ra với người lạ (có thể bạn sẽ nhận được khá nhiều lời khuyên hay ho đó)....","sadness, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other"
5909,"xin thầy làm thêm bài học lấy lòng tin từ những người thân . lấy lòng tin người lạ cảm giác dễ hơn cả người thân . người thân nhiều lúc quá hiểu về mình, biết điểm mạnh điểm yếu của mình . đôi lúc mình muốn vượt ra khỏi giới hạn điểm mạnh nhưng không được người thân ủng hộ nhiệt tình . xin cảm ơn ông thầy web5ngày.","sadness, anger, disgust, surprise","sadness, anger, disgust, surprise","sadness, anger, disgust, surprise","sadness, anger, disgust, surprise"
5910,"cảm ơn anh, video của anh rất rất hay! chúc anh sẽ thật nhiều năng lượng để truyền lại cho mọi người! à em có một góp ý là nên chọn 1 bài hát mà mình yêu thích + có tiết tấu vui hoặc hào hứng, chứ nếu mở bài gloomy sunday thì khéo lên cầu ngắm hoàng hôn mất...cảm ơn anh ạ!","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5911,"cách này giống như ""thiền"" vậy á thay vì tập trung vào hơi thở thì mình tập trung vào âm thanh, giai điệu ^^ một trong những phương pháp giữ được ""chánh niệm"" dừng những suy nghĩ và tập trung ""hiện diện"" - ""sống"" ở giây phút ""hiện tại"" <3 cảm ơn thầy đã chia sẻ ạ <3","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
5912,"em chào thầy ạ. luôn cảm ơn thầy về những video hàng tuần bổ ích . em có 1 thỉnh cầu nhỏ có được không ạ. thầy làm tập tiếp theo trong chuỗi bài giảng về ""seo top gogle"" đi thầy . em chờ video ấy hơn 2 tháng rồi . hix hix","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
5913,"em thấy mình tốt hơn rồi thầy ơi, em thật sự rất biết ơn thầy, mọi điều thầy dạy em không thể học được ở trường hay bất kì nới nào khác cả, kiến thức thầy dạy cho em là vô giá, em cảm ơn thật, chúc thầy luôn vui vẻ và thành công trong cuộc sống ạ",enjoyment,"enjoyment, other","enjoyment, other","enjoyment, other"
5914,"đoạn thực hành, các bạn nhớ đeo tai nghe nha!","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5915,tay bị dơ tui đi rửa bổng nhiên tui bị cụt=)),"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
5916,"thứ ám ảnh nhất của quân đội mỹ ở chiến tranh việt nam là ý chí, tinh thần chiến đấu của người việt . quyết tử cho tổ quốc quyết sinh không bao giờ chịu khuất phục . đó là thứ mà kẻ đi xâm lượt nước khác như mỹ sẽ không bao giờ có được","anger, disgust, fear, surprise","anger, disgust, surprise, other","anger, disgust, surprise, other","anger, disgust, surprise, other"
5917,rất thẳng thắn đến từ vị trí của billy và ông cựu binh mỹ,other,other,other,other
5918,ta gọi đó là “ quả báo ” khi đi xâm lược nước việt nam =)),"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
5919,ông cha ta ngày xưa có những lối đánh tuy đơn giản nhưng làm bao lính mỹ phải khiếp sợ🥰❤️️️🇻🇳🇻🇳🇻🇳.,"fear, surprise","fear, surprise","fear, surprise","fear, surprise"
5920,lối đánh của các cụ thú vị ghê 😂,"enjoyment, surprise","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
5921,"cái này có nguồn gốc từ lính đức và lính anh chơi với nhau ấy, mấy og nước ngoài mất 2 năm nghiên cứu chế tạo được cái mùi giống cái mùi phân đó nhưng không sang việt nam thì các cụ mình chơi hẳn phân trực tiếp, xài hàng au cho xịn:))","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5922,đúng là người thành công luôn có lối đi riêng chắc chỉ có người việt nam mới nghĩ ra cái trò này:)),"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5923,đó là món quà tuyệt vời nhất của người việt nam giành tặng cho những kẻ cướp nước 🎉,"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
5924,tuyệt vời ghê:)),enjoyment,enjoyment,enjoyment,enjoyment
5925,quá kinh khủng đối với những anh lính mỹ 🤣,"fear, surprise, disgust","fear, surprise, disgust","fear, surprise, disgust, other","fear, surprise, disgust, other"
5926,giờ này ngay lúc này vào 48 năm về trước trên bầu trời đêm sài gòn sáng trưng 😂,"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
5927,không ngờ ông cha ta cũng sáng tạo ra phết,"surprise, other","surprise, other","surprise, other","surprise, other"
5928,cú sốc đầu đời của lính dò mìn mẽo ở vn🤣 mà công nhận khó v mà các cụ vẫn nghĩ ra được,"surprise, disgust, fear","surprise, disgust, fear","surprise, disgust, fear, other","surprise, disgust, fear, other"
5929,quản trị viên làm về 6 điều bác hồ dạy công an nhân dân đi ạ!,"fear, surprise, other",other,other,other
5930,nếu ai đó hỏi thời gian ở việt nam như nào tôi sẽ trả lời là như c.ứ.t - lính mĩ said😂,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5931,lính mỹ kiểu: ối giồi ôi 🤭😂🤣,"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
5932,đúng là nổi khinh hoàng của lính mỹ mà😂,"surprise, fear","surprise, fear","surprise, fear","surprise, fear"
5933,việt nam mãi đỉnh,other,other,other,other
5934,người mỹ đã chọn 1 cuộc chơi không công bằng còn trách chúng tôi chơi bẩn,"anger, disgust, surprise","anger, disgust, surprise","anger, disgust, surprise","anger, disgust, surprise"
5935,các bác luôn vĩ đại! mong các bác lun nêu cao là học trò xuất sắc của bác hồ! suốt đời vì dân vì nước gia hả sồng giản dị như bác hồ mà danh thơm muôn đời.,"sadness, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other"
5936,những quy định thể hiện càng ngày càng tiến bộ - trách nhiệm . đảng ta luôn nghiêm túc lời của bác hồ vĩ đại: đảng-quân-dân là một để vững mạnh trong và ngoài,"fear, other","fear, other","fear, other","fear, other"
5937,tứ trụ trước bây giờ có gì mới,"surprise, other","surprise, other","surprise, other","surprise, other"
5938,"thích nhất kênh này, nói chuyện nghe rất chuyên nghiệp và thông minh","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5939,"anh ơi có game nào trên điện thoại có chế độ nghiêng lắc không anh, mà đồ họa tốt",other,other,other,other
5940,anh tùng có thể chia sẻ chi phí cho bộ 6:49 được không?,other,other,other,other
5941,thật ra thì từ đoạn năm 2k thì đã có những giải đua xe mô phỏng rồi,surprise,"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
5942,"oka . quan trọng là khi đánh lái nó có mượt hay không.tất cả vô lăng thường gặp vấn đề là: khi chạy tốc độ cao muốn quẹo cua vô lăng đã đánh lái hết, nhưng xe chạy trong game vẫn chưa được quẹo hoặc quẹo chậm . đó là nhược điểm của tất cả vô lăng.","disgust, anger, other","disgust, anger, other","disgust, anger, sadness","disgust, anger, sadness"
5943,cái này mà có kính ảo 3d nữa thì nhức nách,"surprise, disgust","surprise, disgust","surprise, disgust","surprise, disgust"
5944,muốn mua 1 bộ này ở đâu ạ,other,other,other,other
5945,thíhc cách nói chuyện của ông này quá,"disgust, surprise","disgust, surprise","disgust, surprise","disgust, surprise"
5946,nhìn mod lại nhớ đến bài yếu sinh lý.,other,other,"surprise, disgust, other","surprise, disgust, other"
5947,"cho em hỏi vài câu anh ơi 1. tựa game chạy nền tảng win không anh hay ps? win thì cấu hình máy bao nhiêu anh? 2. màn hình anh đang su dung là bao nhiêu inch và nó có ngang ngửa với góc ngoài đời thực không anh? 3. game đó thì anh mua bản quyền ở đâu và giá bao nhiêu anh? cám ơn anh, mong nhận được hồi âm của anh sớm",other,other,other,other
5948,còn phần mềm thì sao bạn?,other,other,other,other
5949,thấy mấy anh chị em nào trong tinh tế cái cách trình bay y như ông hiệp ...,"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
5950,chỉ quan tâm cái ghế aeron 50tr!,other,"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
5951,cảm ơn tình tê,"enjoyment, surprise",other,"enjoyment, surprise","enjoyment, surprise"
5952,anh tải cái game đó ở đâu vậy,other,other,other,other
5953,chào bạn chỉ cách mình mua 1 bộ với,other,other,other,other
5954,anh ơi màn hình anh bao nhiêu inch vậy?,other,other,other,other
5955,loại này kết nối được với laptop không vậy,other,other,other,other
5956,mình xin link mua với??,other,other,other,other
5957,em mồ côi giờ bị tay nạn lao động mang kiếp tật nguyền bôn ba giữa đời một thân một mình . mong anh sáng tác tặng cho em một bài hát về đời em thật ý nghĩa được không anh,"sadness, fear, other","sadness, fear, other","sadness, fear, other","sadness, fear, other"
5958,nghe đi nghe lại vẫn cứ là đỉnh ❤,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5959,thích nghe giọng ổng này quá trời ❤,enjoyment,enjoyment,enjoyment,enjoyment
5960,❤hay và thấm quá anh lâm ơi ,enjoyment,enjoyment,"enjoyment, surprise","enjoyment, surprise"
5961,nghe thấm tận xương tủy 😢,"sadness, fear","sadness, fear","sadness, fear","sadness, fear"
5962,cảm ơn anh lâm viết những bài hát thấm tận xương nhe anh,enjoyment,enjoyment,enjoyment,enjoyment
5963,thích nghe nhạc anh trai lắm . mong anh ra nhiều bài hay hơn nua để mọi người cung nghe để hiểu va thương nhau nhiu hon,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5964,anh hát giống như ở đời lắm bài nào cũng rất ý nghĩa,enjoyment,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5965,"đúng cảm súc tâm trạng, đi đâu tìm tương lại",other,other,other,other
5966,thích bài đấu tranh với đời ...,other,other,other,other
5967,thấm từng câu từng chữ . 100 điểm anh ơi👍,other,other,other,other
5968,nghe mãi không chán chúc anh ra được nhiều tác phẩm mới,enjoyment,enjoyment,enjoyment,enjoyment
5969,nhạc à nghe rất thấm về đời .. cảm ơn à,"enjoyment, sadness","enjoyment, sadness","enjoyment, sadness","enjoyment, sadness"
5970,đỉnh của tuyệt đỉnh 👍,enjoyment,enjoyment,enjoyment,enjoyment
5971,nhạc hay mà ý nghĩa nữa.,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5972,cho lên zing để nghe anh oi,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5973,30092020!!! cùng chờ đón màn trở lại của k-icm và apj nhé mọi người <3,"surprise, enjoyment, other","surprise, enjoyment, other","surprise, enjoyment, other","surprise, enjoyment, other"
5974,sắp 2023 rồi còn ai chill k😊,enjoyment,enjoyment,enjoyment,enjoyment
5975,"tuyệt lắm anh k-icm . hãy để mọi người nhìn vào tài năng của anh, không gì có thể cản bước","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5976,ca từ trong bài này thật sự rất ấn tượng . rất ít số bài nhạc trẻ ở thời điểm hiện tại có ca từ đẹp như bài này . tác giả lựa chọn từ ngữ thật sự rất sâu sắc.,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5977,"bài này đúng là đỉnh cao k-icm giai điệu không cần remix hay nhanh cứ nhè nhẹ kèm tiếng đàn như hòa tấu đi sâu lòng người . giọng hát với đàn phiêu, lời cũng sâu lắng, thi thoảng vẫn quay lại mở nghe cảm giác vẫn phê","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
