cid,text,time,author,channel,votes,heart
,,,,,,
UgwukYTNGB6x1BPR_UR4AaABAg,Chú Hoài Linh thật là hài hước hihi hihi hihi,1 năm trước,Nguyen Duyen,UCVvrUKQuAKzCjReRVDf3W_w,13,FALSE
,,,,,,
UgzugoJBT4Wm2mKIL4h4AaABAg,dù ai nghỉ chú HL như thế nào thì chú vẫn là 1 phần tuổi thơ của t luôn có sự tộn rọng đến chú respect,1 năm trước,Khánh Duy,UC98Njj0xL2OIs0ECKPZJPKA,15,FALSE
,,,,,,
UgyLjMpsNGKhsWQ78XR4AaABAg,Muito legal kkkkkkkk,3 năm trước,Cidivan Soares,UCZUf1e5BDg1VFF0_XPOVaZA,8,FALSE
,,,,,,
UgwJ_Pqk-_Eg5gZS9zl4AaABAg,=))) lâu lâu xem lại vẫn hài như xưa,3 tháng trước,👾👾hehehe,UC3DuBsv0ZdHW4W3y-k50SGQ,0,FALSE
,,,,,,
UgyNy0Q-t32_cTSkF_p4AaABAg,Trời ơi con bé kia ăn me mà chảy nc miếng chảy nc miếng 😄😄,1 năm trước,Hằng Trương,UCTcZu0XXFyXQQdoytr4j6Yw,8,FALSE
,,,,,,
Ugzf1TrjdwNFQl41yFZ4AaABAg,2023 xem lại mà vẫn thấy hay và hài😂,3 tháng trước,Huy Nguyễn,UCgOWgFm3Jn5zSYiEvf71vMA,1,FALSE
,,,,,,
Ugw4mwy6TtUjRizgY-N4AaABAg,Cười muốn vỡ bụng chu hoài linh con trai thành con gái cười muốn chết à,3 tháng trước,Dai Huynh van Dai,UCJzr3QP3mqp9gN5wZCfcO8w,0,FALSE
,,,,,,
UgwSu7JLVRyqQE_1aG54AaABAg,"Có ai như tui ko?coi nay nhớ 
Chị  Phi Nhung quá",10 tháng trước,Cau Cao,UCNpGLJ8sbeABtmW_wOOhd7Q,8,FALSE
,,,,,,
UgzXugE2_OxjTma8Yl14AaABAg,Nhớ mẹ Nhung quá 😇,3 tháng trước,Music Official,UCjM_auvKpGmY22bpOGyfGHw,1,FALSE
,,,,,,
UgzacGbGQcYyEhC3Tg94AaABAg,Chú Hoài Linh múa võ hay quá,1 năm trước,Phan Gia Bảo 5C,UCcZtDQ3oe4Y26WgEnU4VQjQ,17,FALSE
,,,,,,
UgyuUWcMYUoRp6MyQT14AaABAg,Phi Nhung trẻ đẹp quá 🥰🥰🥰🥰,1 năm trước,Nguyễn Văn Hảo,UC8eG4lTpyfaso0LVshJK2yg,7,FALSE
,,,,,,
UgzdufdpZQSxACi2I0N4AaABAg,Thích Chú Việt Anh ghê .,1 năm trước,LsT,UCTk6Dq3Lh3s8gipWEzaFF-Q,3,FALSE
,,,,,,
Ugw2RWA8ALlpfFFy3eF4AaABAg,Biểu cảm của Anh Thư coi đã thiệt chớ,9 tháng trước,Trang Ông Nguyễn,UCYdypaJnxXPZSW9RxPxgYIA,0,FALSE
,,,,,,
UgzIwosyR_rC2xDkFYt4AaABAg,Cười bể bụng luôn lâu lâu xem lại hay thật 2023,3 tháng trước,hùng sơn,UCPZOpz0CO0Rok47Bi8WZUMQ,0,FALSE
,,,,,,
UgyXdRDnnMtI9l4ZPm14AaABAg,Hoài Linh quá hay luôn,6 tháng trước,Huy Nguyen,UC8iG7435OWnhYfV9amITvcw,0,FALSE
,,,,,,
UgxxpZhK-AwGr7YIxtt4AaABAg,Xem đi xem lại vẫn hay😄😄,1 năm trước,Văn Kiệt,UCQcKn45h_NUpxtbQDQfjVcQ,3,FALSE
,,,,,,
UgwCR1wFww8xInT0dqh4AaABAg,Hoài Linh đánh võ hay  Hình như thế này kết hợp Thiếu Lâm Tự với lại Taekwondo,1 năm trước,Linh Nguyên,UCfqQ1l77yZjkLChdExJo2rQ,10,FALSE
,,,,,,
Ugz4ayMwOvzaSW7aoAR4AaABAg,Phim việt nam hay quá bạn ơi 🤣,2 năm trước,Dương Long tv,UCKWQx_bzdbxHp324ZnfMgbw,5,FALSE
,,,,,,
Ugz5r8Ws_tKKByJ1EKB4AaABAg,Coi phim này từ nhỏ tới lớn 😂😂,2 năm trước,Cúđêm,UC2TN2F2UTk2BJfOIWrngxFQ,4,FALSE
,,,,,,
UgyXoeMjgrQFxF-D79J4AaABAg,"Tâm = trọng tâm + Linh= Linh hồn ==> Trọng tâm của linh hồn = sự sống đời đời 
Đây mới chính là đỉnh cao tâm linh.",1 năm trước,Thuận Edward_,UCW1OzsYFv6YCODlPWSffRjw,2,FALSE
,,,,,,
Ugxn9eAE_HqHsisn6Rh4AaABAg,Hiểu đúng rất quan trọng ạ!,1 năm trước, Vườn Xanh Mát,UC2nXJEgdPneCGgMd5-6zfXQ,0,FALSE
,,,,,,
UgzX30FVxIBbHlnKCK14AaABAg,"Tâm linh giống dữ liệu mạng chúng ta đang sử dụng bi giờ vd điện đám đám mây, internet, sóng vô tuyến, ánh sáng, hạt.... 
Tâm linh giống như 1 bộ máy vật chất mang năng lượng",1 năm trước,Quân Lê,UCcC8WjFrHv7Y816y75tqgLg,1,TRUE
,,,,,,
UgxRsUaF9dVa6QUEedJ4AaABAg,Tri ân thầy Trần Việt Quân,1 năm trước,Trang Tran,UCbs04NsglxmURH7FeN4qa0Q,1,TRUE
,,,,,,
UgyjEyW1Z2FmeDBqUNF4AaABAg,Cám Ơn Thầy Quân nhiều ạ . Chúc Thấy luôn Mạnh Khoẻ ạ🙏,1 năm trước,spa cali,UCez_-smBrOVkN1TlGzTxFVA,1,TRUE
,,,,,,
UgxxkSGORG4WUNntXAh4AaABAg,Dạ cảm ơn thầy quân,1 năm trước,Phương Thảo,UCswPKeffPqFwhraWtUZnNNQ,1,TRUE
,,,,,,
UgwFJlMrzhmPgAsrUDF4AaABAg,Cảm ơn Thầy,1 năm trước,Van Thoa,UCbkWnBcO1bVjjcF9wkmqZGQ,1,TRUE
,,,,,,
Ugwz7BhftHUnb4ouYsR4AaABAg,"🌎 Bài giảng trích trong khóa học Chánh Kiến 1 - Đánh Thức Ý Nghĩa Cuộc Đời của thầy Trần Việt Quân. 
👉  Tất cả các thông tin, kiến thức giá trị sẽ được thầy Quân và đội ngũ update tại group Chánh Kiến Trong Đời Sống:
https://www.facebook.com/groups/chanhkientrongdoisong""",1 năm trước,Trần Việt Quân,UC4teNNTOky4HAEh4S0q4Ahg,1,TRUE
,,,,,,
UgxPF-YX_gyeb4uBtMR4AaABAg,❤,1 năm trước,Huệ Vũ,UC1yH4Diw1-7vXQqSv5BkEyg,1,TRUE
,,,,,,
UgyC_-4_W0043yo8ncZ4AaABAg,Rất hay.,7 tháng trước,phong vu,UC9TahFg1Cz88VhT9LFdz7Gg,0,TRUE
,,,,,,
UgxKQUj2NqFUvG_qg9J4AaABAg,Đa số bây giờ tâm linh là linh thiên. !?,3 tháng trước,Triem Quach,UCNc6P7yT8hDdZ7E1LRQewHQ,0,FALSE
,,,,,,
Ugz-X8a67RGtCSDSVJV4AaABAg,Tâm linh là gì ?,1 năm trước,Thuận Edward_,UCW1OzsYFv6YCODlPWSffRjw,0,FALSE
,,,,,,
UgxAIb9esdDry6jMzpx4AaABAg,am: 28/5/2021!,1 năm trước,Nguyễn Xuân Trường,UCy9amcO7yUFA7kOfadcOCpw,1,TRUE
,,,,,,
UgzgnOKRCxY0IRHqahV4AaABAg,Cái này có đăng rồi mà,1 năm trước,Mi Hung,UCiM2lvrIoKV2cnd5DwJAylg,1,TRUE
,,,,,,
UgzoFF_HSWHumksENS94AaABAg,mình đã hối hận khi vào căn nhà kia :)),1 năm trước (đã chỉnh sửa),Pan Gaming TV,UCNJHhG2SA9y5ncDCjKE6HGw,220,FALSE
,,,,,,
UgwIzgYLMlh5So15CQR4AaABAg,Giọng cừ cụa a Pan thật là nhẹ nhàng =)))))))),1 năm trước,Bảo Trân Hoàng,UC9Fs_8FoYAE1h8ZTAQ4U_9w,33,FALSE
,,,,,,
UgzrkGZIw1RNb8IwVpR4AaABAg,chúc anh pan buổi tối vui vẻ cùng với những màn pakour của những chủ nhà siêu đỉnh=)),1 năm trước,Stda Phuong Helen,UC8DEcNLbI5uhm0OtAb1ZtvA,7,FALSE
,,,,,,
Ugxs2r86N_MDDdqvLVx4AaABAg,Buổi tối vui vẻ nha anh Pan ❤️,1 năm trước,亗 Nhật Hoàng_Cô đơn ᶦᵈᵒᶫ,UCJgSOXmejauG9bfPcACyxFA,12,FALSE
,,,,,,
Ugya7ckSv6NFMEkDgOd4AaABAg,Mong anh Pan ra clip về chơi tiệc trò chơi với các idol ik ạ.Chúc anh buổi tối vui vẻ :)),1 năm trước,Mun đần& Tôm hen,UCcmtU-1fNwBMLOA82QuZJog,6,FALSE
,,,,,,
UgwYqQGNPHShDbPyGhh4AaABAg,5:38 Nụ cười ám ảnh cả thế giới :))),1 năm trước,𝙩𝙧𝙪𝙘𝙫𝙮,UC7YpNplWq0I3O84KHJiJPlA,2,FALSE
,,,,,,
UgzM-hR1CMgahvm8iEN4AaABAg,Thẹt là nhẹ nhàng lên đỉnh =)))) giọng cười thánh thót =)),1 năm trước,ᥫᩣʀʏᴀɴ⁀ᶦᵈᵒᶫ,UCLH30MEx7ih3eRbIvXS2oBg,2,FALSE
,,,,,,
UgycNJumRNjVbjnnM-V4AaABAg,Dọng cười của anh Pan sẽ ko làm Fan thất vọng :((,8 tháng trước (đã chỉnh sửa),𝕃𝕦𝕔𝕪_𝔻𝕒𝕪𝕪𝕪🥝,UCMcx8n2QPSOsgSNg-J1svsA,0,FALSE
,,,,,,
Ugy_dFw3c5MC7i_kRvZ4AaABAg,Chúc Pan mụt ngày vv nha 😘,1 năm trước,Bé Ngọc   FF,UCQ1-x9SDN9ys8T7yMQUv17A,1,FALSE
,,,,,,
UgyCFQFu40f06SihP854AaABAg,chúc anh pan một buổi tối vui vẻ và mong anh ra mấy cái clip leo tháp nha anh mấy bữa nay em nhớ mấy cái clip leo tháp của anh lắm ớ. Toàn xem clip leo tháp cũ của anh thôi huhu😣,1 năm trước,ko có j âu mờ nhìn:)),UC94oS1E3AWL8wW7i-EoTv2A,23,FALSE
,,,,,,
UgxBHhzJS04OcYonvyp4AaABAg,Hi ông Pan chúc ông buổi tối vui vẻ,1 năm trước,KenBoy2006VN,UCeyBy377ZN1nJozqChCqL_g,2,FALSE
,,,,,,
UgyBGO_7j5lNxsykkUh4AaABAg,Chúc anh Pan  sớm lên 150N người đăng kí nha. Chúc a 1 buổi tối vui vẻ^_^,1 năm trước,FHP×Laylosa🌹,UCm-e1kqLvlbw_XF46m_v4Og,3,FALSE
,,,,,,
Ugx9EtFSxPaK79dAsbl4AaABAg,Nhà đỉnh thật sự anh Pan ạ!,1 năm trước,FYNx Dươnggg Yew Muzan♐️,UCUa79RkUXOBTqHfLXLdlrGQ,3,FALSE
,,,,,,
UgxF3X4YXU3tqyQbS-p4AaABAg,Buổi tối vv nhak a Pan :)),1 năm trước,May Trang,UC8t0ZkGnBuso_K1JMeV-h9g,8,TRUE
,,,,,,
Ugw9L9Zir1sKZ5lw9uh4AaABAg,hôm nay a Pan tấu hài à sao mà em cười bay nóc nhà  luôn,1 năm trước,tan huynh,UCfDJQYSZY3ktNzOuH3Yeajw,0,FALSE
,,,,,,
UgyS_ig40Ge0rRAZudB4AaABAg,"chúc anh pan buổi tối thật vui vẻ
mãi fan anh",1 năm trước,N.Chỉ Huy,UCp5scxmXX7o2vyWsFm7d9zA,1,FALSE
,,,,,,
UgyKRXiRpkG58CESn2Z4AaABAg,Eo thề cái vid này em ko thể nào mà nhịn cười 1 giây phút nào vì anh Pan nhất là cái đoạn 10:21 wa là hài Pan: Rap hảo pan vid hài hay 1000000 đỉm,1 năm trước,🐰 ᴹᴬᵞ_nấm_nùn🐰,UCZAD170ZZyCzmx3FZpzUYBQ,3,FALSE
,,,,,,
Ugz1yz-yV5vhh2oKalh4AaABAg,Mn hãy ủng hộ anh Pan trước khi ảnh rụng mất cọng tóc cuối cùng vì đau tim (((((((:,1 năm trước,Nguyễn Dũng slendman,UC5j_z3dOqVQ6oHur3jNIejw,1,FALSE
,,,,,,
UgyGKb-i-UEym3XA0Yt4AaABAg,Buổi tối vui vẻ nha anh pan,1 năm trước,Nguyen Van Thanh,UC7fFf6uyOrTKAXwl_aYGubQ,2,FALSE
,,,,,,
UgxFd9EzSjDSGLFdK-d4AaABAg,Hảo căn nhà thứ hai . Ah pan đã đc thử trò chơi cảm giác rất mạnh em thấy mấy trò này xịn phết ah ạ😂😂😂,1 năm trước,biết tên tôi chi,UCfNajhpfpbmYZaTdXfghNcg,2,FALSE
,,,,,,
UgzH4T3-lN7fzuW4Lvl4AaABAg,Bà này hát nốt cao mà mặt tỉnh bơ nhỉ???😃😃 Phục luôn đấy,5 năm trước,cherry cheri,UC15eieAGmy4egzUXE7Na5Mw,646,FALSE
,,,,,,
UgzLcRN83QlwTysZ86t4AaABAg,Nhìn mặt đúng kiểu thiên thần :) yêu chị ấy quá,5 năm trước,지 국진실 이다,UC4-w8ERkAiXp5RjghjqnV1g,"2,8 N",FALSE
,,,,,,
UgyNE_RF3G34afdkWWV4AaABAg,"nghe 2 năm mà vẫn chưa chán, gương mặt thiên thần thêm hát hay T^T",2 năm trước,Lê Yến,UCKiP8b71a5mrx1Wp96kfIUA,56,FALSE
,,,,,,
UgyofDASfgh6wtprGRZ4AaABAg,"Chị ấy cất giọng lên làm tôi nổi hết da gà luôn,thực sự rất hay",2 năm trước,Tổng Devil Kim,UCkShc_aUKssf3J5P0-0D1ag,23,FALSE
,,,,,,
Ugx0HOwRbfbpofP-r814AaABAg,"Lúc đầu cứ nghĩ chị là giọng ca thảm họa cơ, tại thường mấy chị xinh thế này hay thế. Đến lúc nghe đc giọng c này thì ôi thôi. Nhìn xinh xắn nhỏ nhắn thế kia mà giọng cao vút",5 năm trước,Do Van,UC7uhqDePP63hiRBejUW-oig,1 N,FALSE
,,,,,,
Ugxc3HqceX6zMTxYAGZ4AaABAg,Đẹp từng centimet!!! Gương mặt và cả giọng hát...đúng là cực phẩm!!,2 năm trước,Cuong Nguyen,UCkaHF_J1oYDvO92SQuszE2Q,31,FALSE
,,,,,,
UgwM6hl_MVLwmHdhxCZ4AaABAg,"Trong một khoảnh khắc nào đó, mình nhớ về một phân cảnh mà Yoona hát trong thánh đường khi đóng ""The K2"", cảm giác rất thanh thoát và dễ chịu sau khi nghe quá nhiều các thể loại nhạc mạnh 🥺",1 năm trước,Nguyệt Nguyễn,UCOHbB0B4Ue4023Hlk5FLx-A,6,FALSE
,,,,,,
Ugx6gjF_aE4UEg-T1rh4AaABAg,Chị này vừa nhìn giống Hani lại vừa có giọng hát truyền cảm nữa chứ.Đúng là số 1.😀😀,2 năm trước,Dung Nguyen,UCiS3kgTSSjqKwK7Kzf3ikVg,7,FALSE
,,,,,,
UgzfOeGuihqf-ernW3l4AaABAg,"Nhìn a dẫn chương trình cười 1 cách ngốc nghếch thấy đáng yêu quá , giọng hát thiên thần",3 năm trước,Đào Hạnh,UCGVaxE24te8N4J7rc8pZjgw,4,FALSE
,,,,,,
UgxIyG-blAQG0Z23IK54AaABAg,"Trời má, vừa đẹp mà giọng còn bá cháy nữa chứ ❤️❤️❤️",5 năm trước,Như Huỳnh,UCW0ewFLqCk8kmUSfuZ9aY2Q,18,FALSE
,,,,,,
UgwuZlNuLPasSgmdjFl4AaABAg,"nhìn chị này biểu diễn xong lại nhớ đến Penthouse, thật ngưỡng mộ những người đứng trên sân khấu a",2 năm trước,Như Ý Mai,UCMti3U5MTN3ddzgQ9xU6NJQ,15,FALSE
,,,,,,
UgwX2_7b0O_PitXJ9ZV4AaABAg,"mình tìm đến nghe thể loại nhạc Opera này là do sau khi xem Penthouse, thấy rất hay và sang",1 năm trước,Huỳnh Thanh Nam,UCmPB2tYJfzllnxsecraDk8A,108,FALSE
,,,,,,
UgwRbD9rwmRkXejcX9R4AaABAg,"Hát đỉnh ghê, lại còn thêm gương mặt thiên thần. iu vãi...",2 năm trước,nhungocvt,UCXkneEWvMv9InDr3fE0pEjA,3,FALSE
,,,,,,
UgwGWX1pciZaWAArkuB4AaABAg,Mặt xinh y như thiên thần. Lại còn có giọng hát trong sáng cai vút. Người con gái như vậy thì ai mà chối từ được.,4 năm trước (đã chỉnh sửa),Nguyễn Thị Hương UwU,UChh5wMtF2qfy9_Q9_gtJuYQ,5,FALSE
,,,,,,
Ugz0l8JpR3kkhND_jdN4AaABAg,Đẹp còn hát hãy nữa ngưỡng mộ cj này quá tui đoán chắc cô này sẽ là ca sĩ tương lai 😍😍😍,4 năm trước,Chris Sharmaine,UC4U0oKesFSSlPcMHZrzxy1Q,1,FALSE
,,,,,,
UgwI7wcUeIwIXQsYXWV4AaABAg,Đã đẹp rồi còn hát hay. Làm idol vị trí main vocal chị nắm chắc rồi,1 năm trước,Yên Vương Nhã,UCyst1OfQv65p02nVx3K_weA,1,FALSE
,,,,,,
UgxE4OhGJKkxZlGqUa14AaABAg,Đẹp quá! Cảm giác dễ đi vào lòng người,3 năm trước,Đông Nguyễn,UCs1IirAZBCwvPYdEcZVgfHw,3,FALSE
,,,,,,
Ugy9jbElVytnlCECSFh4AaABAg,Đã xinh mà còn hát hay nữa 😍😍,3 năm trước,thủy nguyễn,UCXr4jfgSst45YomHgDr6zMw,1,FALSE
,,,,,,
UgwUktb5eZhM-eqsH4N4AaABAg,"vừa xinh vừa hát hay,ông trời thiên vị vl dị trời",2 năm trước,Em tôm iu,UC9wdY5-wgbosUovR8X78G5A,4,FALSE
,,,,,,
UgyD3NgFPQH0KpfDidd4AaABAg,"Vừa xinh vừa hát hay.
Xem lại nhiều lần vẫn ko chán",3 năm trước,Mai Anh Nguyễn Thị,UCpMPvvvLyymasOtUfRoiogQ,7,FALSE
,,,,,,
UgykhtIEw5z9TTRXckZ4AaABAg,Bắt Mấy Bé Về Xào Me,6 tháng trước,KenTy Gaming,UCeXKuG1FKzdS1t-rSrZ4ITQ,10,FALSE
,,,,,,
UgwrSULbAIhZ9mW9Fml4AaABAg,Đúng là đam mê thì bất tận 👍👍👍,6 tháng trước,Khải Nguyễn,UCBUqqz7pUHcUjANyJOx3_Iw,1,FALSE
,,,,,,
UgwTIUBAZz57FbZcekJ4AaABAg,"Những bể cá đẹp lắm, cảm ơn bạn đã chia sẻ, mến chúc bạn cùng gia đình buổi tối vui vẻ",6 tháng trước,Hiền79vlog,UCcvuj41BVzJjEoo5Zo5ztwg,3,TRUE
,,,,,,
UgxSb7EkGvNkAOlRirV4AaABAg,bể cá đẹp thật🐟🐟🐟🐠🐠🐡🐡🦈🦈,5 tháng trước,Nam Nguyen,UCFfsuBbZkYnvBtWt9JCSJZQ,0,FALSE
,,,,,,
UgwA-qVdRsGQ-K2ktCJ4AaABAg,"Video quá hay, có những bể cá quá đẹp mong chị làm ra những video hay như vậy nữa ạ 😊",6 tháng trước,Tran Huu Phuc,UCRHRZB1Z4HwpK6AlucyBj5Q,3,TRUE
,,,,,,
UgxW95lPS8_1UsqHdBp4AaABAg,Mình có 4 bể cá và có rất nhiều loài cá đẹp,6 giờ trước,Hùng Xuân,UCPfbtJqX0n64BEitbdrIphg,0,FALSE
,,,,,,
UgyQqrpZ1-oMI83NZsN4AaABAg,Đẹp quá chị ơi 🥰 em theo dõi chị lâu lắm rồi,6 tháng trước,Aumhubᴴᴹᴼᴼᴮ 🇻🇳,UC8OqOy4HhHONl4VPH6-X_ow,2,TRUE
,,,,,,
UgzlfH86E3M6Jay7OFZ4AaABAg,"Mấy ông mê cá cảnh gặp chiếc clip này là muốn mua cả thế giới vậy
Chỉ tiếc là vợ chúng ta ko cho chúng ta tiền :))",5 tháng trước,Hưng Nguyễn,UC7vGEfqw7XuC2mxrexjPHiA,0,FALSE
,,,,,,
Ugxr0mQ1KtOjMaFKM9J4AaABAg,bể cá đẹp,5 tháng trước,Thào Thang,UCAXAEfyDIKydFCXug9jApVg,0,FALSE
,,,,,,
UgzldUiZYUXjTHnkujt4AaABAg,"Khi co tien thi ai cung bo tien vao dam me va so thich cua minh ca. Dam me ca la mot dam me rat tot , vi khi met moi ban co the ngoi ngam nhung con ca yeu thich va thu gian, rat tot cho suc khoe va tinh than.",5 tháng trước,Loan TH,UCAz6YRIjDPWvghlVX7pv8gA,0,FALSE
,,,,,,
Ugw5nOsaw-kfRj0Z9PV4AaABAg,"còn có nuôi cá rô đồng, cá lóc, cá lau kiếng, rùa tai đỏ, ba ba, cá ông tiên, cá betta, cá bảy màu",5 tháng trước,Nam Nguyen,UCFfsuBbZkYnvBtWt9JCSJZQ,0,FALSE
,,,,,,
UgzQT8zWvF4utBWhGWZ4AaABAg,Dubai quả ko hổ danh xa hoa bật nhất 1 đêm bèo nhất là 240tr quá khủng,5 tháng trước,Hưng Văn,UCTRKHCvq3HwO21PpK3ZXMxA,1,FALSE
,,,,,,
Ugz7HwSGNsJX7-6nIMN4AaABAg,Trùm cuối ko làm em thất vọng:),6 tháng trước,Mĩ hạnh,UCYgIiCn3ollFUz8H52kVr4A,2,FALSE
,,,,,,
Ugyh0XWjlaTx7JBjfp14AaABAg,có nuôi bể cá 😄,6 tháng trước,hai dinh,UCUPHmAL_Rpe8XN-2LI03kTA,3,TRUE
,,,,,,
Ugzs_ZRIu5km0mcia7h4AaABAg,Em mua cá beta hồ rộng năm mét,1 tháng trước,Đåt Bùt Văn,UCrHo2vEZQTVEq-oGnOjjYJw,0,FALSE
,,,,,,
UgxPQHaXHonnTi-fQBV4AaABAg,Em ở nhà có cá 7 màu,5 tháng trước,Phúc Nguyễn Hoàng 2K12,UCSuTlKvT1JJwny5ImJE5MEQ,1,FALSE
,,,,,,
UgwjZxeKlyvhpoWVtUN4AaABAg,Đẹp,5 tháng trước,quy vo,UCRLMB8doMWiYxj2GGxgX2Xg,0,FALSE
,,,,,,
UgwQAwx32b9l36JELn94AaABAg,"Nuôi cá la hán, bể cá rộng 48cm",5 tháng trước,Nam Nguyen,UCFfsuBbZkYnvBtWt9JCSJZQ,0,FALSE
,,,,,,
Ugx-j3g_sggyfL9CSRh4AaABAg,Nuôi cá rồng vàng dài 4 mét,5 tháng trước,Thuong Ha,UCniEtPea7fQ_sJ0e2U4AojQ,0,FALSE
,,,,,,
UgxHlag6o48d1y7ApOd4AaABAg,Cái cầu thang vậy nước trong đó nó dơ hay mọc rong rêu thì sao? Ko lẽ cứ vài bữa lại tháo ra setup lại? ^^!,5 tháng trước,22 in 08,UCP3G5q9M8tQ1WjU2VMooEVQ,0,FALSE
,,,,,,
UgzqOYzRy1hk9YZ8E354AaABAg,"我前几天摔跤，本来以为骨折的，还好只是被树枝划到了脸，所以中途休息处理了几天，所以上周也没更新……现在已经拆线了，也没有疼了……贴在脸上的是祛疤的。谢谢大家的关心……你们也要照顾好自己，每天开开心心
I fell down accidentally a couple days ago. Fortunately, I didn't break my leg but just be scratched on my face by branches instead. After a few days of rest, the stitches have been taken out and the pain is gone. What stuck on my face is for scar healing if you noticed. That's the reason why I paused my channel video update last week. Thanks for all your concern...Take care and be happy every single day.",2 năm trước (đã chỉnh sửa),滇西小哥 Dianxi Xiaoge,UCQG_fzADCunBTV1KwjkfAQQ,"3,6 N",FALSE
,,,,,,
UgxTSYWxdB3O4Cnbw394AaABAg,我担心你的眼睛受伤。 我为你的健康祈祷。 谢谢您这次也提供了美妙而美丽的图像！ !! （我的中文可能很奇怪。 抱歉。）,2 năm trước (đã chỉnh sửa),もしっぽ,UC1hlgjP3Urk2WS0raMGLKzQ,89,FALSE
,,,,,,
UgydPBjLK2dL4_PHLrF4AaABAg,Dawang stole the entire end scene with that shirt and fanny pack 😂,2 năm trước,Mariechris Villamayor,UC99o_dUW681fkgb4nYP20wg,187,FALSE
,,,,,,
UgwD3iFoLvjGdG1X4Pp4AaABAg,"Oh my god!! We cook the pork skin the same way (air dry and then fry it) too here in Mexico!! Here we call it ""chicharrón"". Thanks for the video. Great as always!",1 năm trước,Andreussita,UC3RvBPO-c6XSJtjAWJ2W3RQ,72,FALSE
,,,,,,
UgxcsRjUTFUbcvbwYTV4AaABAg,"Beautiful environment, beautiful scenery, a carefree happy life, how many people are dreaming of these?",2 năm trước,Mermaid Yi,UC8x5Thp0PSWCOo_t4WtenKg,218,FALSE
,,,,,,
Ugxzol7M6ggm7SKO30t4AaABAg,"The grandmother’s smile completely lights up the courtyard! I find myself looking forward to seeing her at mealtime! May the rest of her days be filled with an abundance of happiness and laughter! Much love from Idaho, USA",1 năm trước,Dead_or_Alive,UC2kLxGIY4kVwn_c7bIturZw,57,FALSE
,,,,,,
UgxFlwDdrLcgQwZMng54AaABAg,I've been obsessed with liziqi and this girl's videos lately so relaxxing,2 năm trước,hourounmaqsourat,UCvBbLagFasYoVz43hufPgxQ,31,FALSE
,,,,,,
UgxmZZg3nPYxkJjuBsB4AaABAg,"Hi Dianxi, I’m glad you are recovering from being hurt. I thought you would like to know there is something wrong with the sound on your video right around the time your grandma goes for more taro. Hope you continue to heal fast",2 năm trước,Jessi Haddow,UCdMZsbBphyCBvzP9-s28aTg,140,FALSE
,,,,,,
UgyCz5XH_sN11rLRKBR4AaABAg,HOW MANY INTERNATIONAL Dianxi fans are here ?,2 năm trước,Onet Animal,UCiGNlMrkitBnLPgXtt9xsLQ,454,TRUE
,,,,,,
UgxoQfmI1ted_w0D9VB4AaABAg,DaWang watching the feast with a red bag on his back--pretty funny.  Thank you for your videos.  I love to watch you cook.  Take care : ),2 năm trước,Truthbetold,UCalhy87SZL_iWS3EvC9Fsyg,30,FALSE
,,,,,,
UgwVL6sP9IsqGQAVT954AaABAg,Omg dawang is just the cutest dog there❤️,2 năm trước,Alaya Begum,UC7rnALIPDNBNUr2x-ITUMuw,47,FALSE
,,,,,,
UgyHsBtShsfk2Y2GsYx4AaABAg,I noticed that grandma is always laughing and smiling all the time.. heart heart,2 năm trước,bree,UCHJTOZLHu5kGEInlT6S_95Q,38,FALSE
,,,,,,
Ugxckxws7EeBv1VTU_l4AaABAg,That dog has already been in heaven for a while now.,2 năm trước,CasualMCZ TMC,UCLm-6-0SWWRMBM2oM4ole-w,32,FALSE
,,,,,,
UgwJ7MIKDGDNcOn8kRx4AaABAg,I love to watch only when Dawang appears & they share their food with him . He is so adorable,1 năm trước,Elaine Chee,UC4CHedU8KXjD0dOB-GZy5PQ,15,FALSE
,,,,,,
UgysqoEwuxtsEeJ_QaR4AaABAg,I love that dawang has his own little bag,2 năm trước,Safiah Zimmer,UCRyCA-8VXtz1SWfJ93GnpZA,107,FALSE
,,,,,,
UgzzrWzt4paWa6z3hnR4AaABAg,The nature is so beautiful,2 năm trước,Pani puri,UCYgIVSGJFybC-eUjugNS2Pg,15,FALSE
,,,,,,
UgyQeEL3Rn9pvvyLIIJ4AaABAg,这火锅看样子就很好吃，想吃💕😍,2 năm trước,YUYU U,UCZi2zQRyHq_kdY6j4l4Sy0w,14,FALSE
,,,,,,
UgzTjDfsYRlKtu37Z1V4AaABAg,"Please !! Subtítulos en español . La veo desde sur america, paraguay !! Me encantan tus videos !",1 năm trước (đã chỉnh sửa),Norma Ramirez,UCdtNChEexWHzFnttFLx5Cag,14,FALSE
,,,,,,
UgxFs_tDWbay4XIrFxB4AaABAg,"Это очень здорово показывать миру , свой быт ,образ жизни и кухню . Удачи во всем , Ты молодец",2 năm trước,Дмитрий Веретенов,UCGZWMPZ7veFlBXgOMnr4O_g,14,FALSE
,,,,,,
Ugw3DP5EBnNVuR4bTMh4AaABAg,If I have to choose between living like this or get a million dollars I will always choose the first one.,2 năm trước,Just a scared Pussy Cat,UCWHbsen4hV8YsyLJJiaFpjg,27,FALSE
,,,,,,
UgzK5NY5tixu5J_P1yh4AaABAg,Hình như bài hát nào của a cũng rất là đời và chạm đến ❤ người nge 1 cách rất thật,10 ngày trước,Ái Khả,UCd0F-8xVtjDjYYLDHfzcIHA,0,FALSE
