,id,label,clean_comment,surprise,sadness,disgust,enjoyment,anger,other,fear
834,952,"['enjoyment', 'surprise']",cảm ơn cuộc đời đã cho con được gặp thầy.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
835,953,"['fear', 'surprise', 'enjoyment', 'other']","còn tạ ơn thầy rất nhiều . con đang bị những cơn bão bay đến tưởng chừng như sẽ bị chúng cuốn hút đi mất, tưởng như không thể chịu nổi . còn đã tìm đến đây và nghe lời dạy của thầy con thấy mình được yên bình . còn đang ở tại đan điền",1.0,0.0,0.0,1.0,0.0,1.0,1.0
836,954,['other'],nam mô bổn sư thích ca mâu ni phật 🙏 con xin tri ân công đức vô lượng vô biên của thầy thích nhất hạnh nam mô anh di đà phật ,0.0,0.0,0.0,0.0,0.0,1.0,0.0
837,955,['other'],nam mô anh di đà phật...thầy đã sống cuộc sống đầy ý nghĩa ..,0.0,0.0,0.0,0.0,0.0,1.0,0.0
838,956,"['surprise', 'enjoyment', 'other']",đây là vấn đề con tìm kiếm đã nhiều năm . nay may mắn gặp lời dạy của ht . 🙏!!!,1.0,0.0,0.0,1.0,0.0,1.0,0.0
839,957,"['enjoyment', 'surprise']",thật sự rất đúng và ý nghĩa ở đâu đó vẫn còn 1 con người như tôi may mắn xem được video này,1.0,0.0,0.0,1.0,0.0,0.0,0.0
840,958,"['enjoyment', 'surprise']",xin tri ân công đức thầy ạ. bài giảng tuyệt vời quá!,1.0,0.0,0.0,1.0,0.0,0.0,0.0
841,959,"['enjoyment', 'surprise']",xin cảm ơn những audio thật ý nghĩa này!,1.0,0.0,0.0,1.0,0.0,0.0,0.0
842,960,"['enjoyment', 'surprise']",con biết ơn sư thầy ❤️✨🌷,1.0,0.0,0.0,1.0,0.0,0.0,0.0
843,961,['other'],con thành kính tri ân thầy!,0.0,0.0,0.0,0.0,0.0,1.0,0.0
844,962,"['enjoyment', 'surprise']",nam mô anh di đà phật! con xin cảm ơn thầy!,1.0,0.0,0.0,1.0,0.0,0.0,0.0
845,963,['other'],nam mô anh di đà phật 🙏con xin tri ân công đức của thầy,0.0,0.0,0.0,0.0,0.0,1.0,0.0
846,964,"['sadness', 'fear', 'anger', 'other']","con bị bận rối loạn lo âu nó làm cho con sống khổ tâm quá thầy ạ ngày nào củng phải suy nghỉ lo lắng nhiều khi sợ đủ thứ nó làm con hoảng sợ ngồi đứng không yên, nó ám con gần chục năm nay rồi 😢",0.0,1.0,0.0,0.0,1.0,1.0,1.0
847,965,"['fear', 'other']","con luôn sợ hãi 1 đều đã qua, nó trở đi lap đi lặp lại, con từng nghĩ rằng nỗi sợ đó theo con suốt đời, con luôn tin vào sự nhiệm màu của tâm linh, phật pháp",0.0,0.0,0.0,0.0,0.0,1.0,1.0
848,966,"['enjoyment', 'other']",con xin chân thành ơn thầy rất nhiều ạ,0.0,0.0,0.0,1.0,0.0,1.0,0.0
849,968,['other'],mọi người ơi hãy yêu thương 5 anh em nhà thử thách trốn thoát nhé ❤️,0.0,0.0,0.0,0.0,0.0,1.0,0.0
850,969,"['enjoyment', 'surprise', 'other']","nhìn sơ qua thì thấy thành viên của team khá hài hòa, trội về nhiều mảng khác nhau . hoàng là tư duy logic, giải toán và mật mã . tuấn trần và hari là kiểu tạo không khí và gây hài . song luân chắc là thiên về sức mạnh thể chất . trương quỳnh anh là kiểu quan sát tốt, tìm đồ giỏi . còn mảng kiến thức xã hội, văn học nghệ thuật và âm nhạc thì mỗi người biết một chút, không ai trội hơn ai . giờ phải chờ các tập có yếu tố kinh dị thì mới biết ai là người bảo vệ và che chở đồng đội, là tank, xung phong đi đầu và ai nhát gan, dễ bị hù . một team vừa có tank, vừa có người la hét thì chương trình mới vui.",1.0,0.0,0.0,1.0,0.0,1.0,0.0
851,970,"['enjoyment', 'surprise', 'other']","hà việt hoàng đúng đỉnh❤ dàn cast cũng rất thông minh, mọi thử thách đúng khó và hấp dẫn . ủng hộ chương trình daì2 chỉ cần đừng đổi anh hoàng là được ak🇻🇳🇻🇳🇻🇳",1.0,0.0,0.0,1.0,0.0,1.0,0.0
852,971,"['enjoyment', 'surprise']","là người xem chương trình nước ngoài rồi mới xem việt nam thì mình thấy ekip làm tốt lắm rồi, lúc đầu mọi người chưa quen, hy vọng mấy tập sau sẽ càng ấn tượng, có cốt truyện liền mạch hơn . cố lên.",1.0,0.0,0.0,1.0,0.0,0.0,0.0
853,972,"['enjoyment', 'surprise']",chết cười khi hariwon nói xong đáp án nhân ái,1.0,0.0,0.0,1.0,0.0,0.0,0.0
854,973,"['enjoyment', 'surprise', 'other']",🙆 ekip đã làm khá tốt . hy vọng mấy tập sau sẽ có cốt truyện để liên kết dữ liệu giữa các phòng luôn . chúc chương trình thành công.,1.0,0.0,0.0,1.0,0.0,1.0,0.0
855,974,"['enjoyment', 'surprise', 'other']","chương trình quá ấn tượng, khách mời không biết trước được thử thách như thế nào mà phải tự mày mò suy nghĩ, hấp dẫn và lôi cuốn . mong sẽ còn nhiều tập nữa để xem",1.0,0.0,0.0,1.0,0.0,1.0,0.0
856,975,"['enjoyment', 'surprise', 'other']","khen ngợi chương trình rất nhiều nha, bố cục không để hà việt hoàng gánh team như dự đoán ban đầu . dàn cast có đất diễn trong những phòng 2-3-4. nội dung cuốn, mật mã hack não, đúng thứ mình thích luôn . khen nhan sắc của tất cả anh chị ai cũng đẹp . hóng tập 2!!!!!",1.0,0.0,0.0,1.0,0.0,1.0,0.0
857,976,"['enjoyment', 'surprise']","chỉ mới xem vài phút đầu thôi thì mình cảm thấy chương trình khá hay và thú vị, dàn cast rất ổn, thử thách và mật mã các thứ khá khó nhằn tạo cảm giác rất hồi hộp và kích thích cho người xem 👍",1.0,0.0,0.0,1.0,0.0,0.0,0.0
858,977,"['enjoyment', 'surprise']","xem hết 3 mùa show ""trốn thoát khỏi mật thất"" bản trung không ngờ là có bản việt lun mê🥰",1.0,0.0,0.0,1.0,0.0,0.0,0.0
859,978,"['enjoyment', 'surprise']","ủng hộ luân và các bạn đồng đội, mọi người chơi nhiệt tình ghê, mà cũng nể team biên kịch hack não người chơi và người xem đêm khuya thế này 😂",1.0,0.0,0.0,1.0,0.0,0.0,0.0
860,979,"['enjoyment', 'surprise']","hari: chương trình đang mắc 1 sai lầm, là nghĩ ai cũng thông minh hết, như hoàng đó 🤣 công nhận hari bộc trực, dễ thương thiệt",1.0,0.0,0.0,1.0,0.0,0.0,0.0
861,980,"['enjoyment', 'surprise']",hi vọng show này sẽ tạo được sức hút mạnh mẽ tựa như những show vận động trước =))),1.0,0.0,0.0,1.0,0.0,0.0,0.0
862,981,"['enjoyment', 'surprise']","quá hay, việt nam bây giờ cần những game show trí tuệ hay như này chứ không phải là những game nhảm nhí cứ mọc lên như nấm 😌",1.0,0.0,0.0,1.0,0.0,0.0,0.0
863,982,"['enjoyment', 'surprise', 'other']",bản việt coi cũng cuốn nhưng nếu như tạo được 1 câu chuyện hồi hộp từ đầu tới cuối giữa các phòng như bản trung thì không còn gì tuyệt vời hơn . dàn cast mỗi người 1 cá tính ai cũng dễ thương,1.0,0.0,0.0,1.0,0.0,1.0,0.0
864,983,"['enjoyment', 'surprise', 'other']","ủng hộ nhiệt tình . tập 1 rất tuyệt, hy vọng giữ phong độ như thế này và mong việt nam mình sẽ có nhiều chương trình về trí tuệ kết hợp giải trí như thế này nữa . theo dõi bản trung từ mùa 1 nên rất hài lòng với chương trình của việt nam mình lần này . ❤️️️",1.0,0.0,0.0,1.0,0.0,1.0,0.0
865,984,"['surprise', 'enjoyment', 'other']","hà việt hoàng thông minh quá . lướt thấy hoàng hơi bất ngờ nên ấn vào xem . mình chưa xem bản trung nhưng thấy bản việt khá ổn dù người chơi chưa quen nên phải đưa ra gợi ý. rất ủng hộ những chương trình vừa tư duy vừa giải trí như thế này, hay và đáng xem hơn rất nhiều mấy chương trình hài nhảm bây giờ.",1.0,0.0,0.0,1.0,0.0,1.0,0.0
866,985,"['surprise', 'enjoyment', 'other']","ngạc nhiên khi thấy việt hoàng trên 1 show thực tế giải trí nên tò mò đi xem thử . có vẻ đây là bản việt của the great escape bên hàn . mình là fan cứng đã đu qua 4 mùa great escape nhưng thấy bản việt mở màn khá ổn . 1. lúc đầu cứ sợ hoàng phải gánh team vì show kiểu này thiên về tư duy nhiều nhưng biên kịch đã sắp xếp khéo để những thành viên khác cũng có đất chơi . trước giờ quen với hình tượng hoàng bách khoa toàn thư ngầu lòi trên siêu trí tuệ, qua đây mới thấy cu cậu dễ thương ghê . 2. mong chương trình về sau sẽ xây dựng kịch bản có tuyến nội dung xuyên suốt như bản hàn, xem sẽ cuốn hút và kịch tính hơn . bản hàn xem mấy tập kinh dị sợ muốn xỉu.",1.0,0.0,0.0,1.0,0.0,1.0,0.0
867,986,"['enjoyment', 'surprise', 'other']",cảm ơn mọi người đã xem và thích thú với chương trình . hi zọng càng về sau sẽ càng hấp dẫn ah🥰,1.0,0.0,0.0,1.0,0.0,1.0,0.0
868,987,"['fear', 'surprise', 'other']",làm điều ác tất gặp báo ứng đó là quy luật mà cái giá phải trả là vô cùng đắt đôi khi là cả tính mạng của chính mình 😮,1.0,0.0,0.0,0.0,0.0,1.0,1.0
869,988,"['enjoyment', 'surprise']",mê nghe kể chuyện trước lúc ngủ .. có 1 tâp nghe gần 1 tuần mới hết được 😂 .. chúc anh và ekip thành nhìu sức khỏe để ra nhìu câu chuyện hay và ý nghĩa 🎉,1.0,0.0,0.0,1.0,0.0,0.0,0.0
870,989,"['enjoyment', 'surprise']",nghe chuyện của duy thuận kể mà mê luôn . ❤,1.0,0.0,0.0,1.0,0.0,0.0,0.0
871,990,"['enjoyment', 'surprise']",mê anh duy thuận kể chuyện tập nào ra cũng xem không bỏ lỡ 1 tập 🥰,1.0,0.0,0.0,1.0,0.0,0.0,0.0
872,991,"['enjoyment', 'other']","vừa nghe bên kênh người dẫn đường cõi âm phần mới nhất, vừa suy nghĩ hôm nay thuận sẽ mang đến cho khá thính giả chủ đề gì bên kênh nhà ma . mình luôn giành trọn hết tình yêu thương dành cho duy thuận và toàn bộ ekip của kênh❤",0.0,0.0,0.0,1.0,0.0,1.0,0.0
873,992,"['enjoyment', 'surprise']","em thích khung cảnh phía sau của anh thuận hôm nay, (như những tập đầu vậy!) ❤",1.0,0.0,0.0,1.0,0.0,0.0,0.0
874,993,"['enjoyment', 'surprise']",không biết ai lồng tiếng quả ma nữ cười 😂 quả giọng thay vì thấy sợ thì lại thành gây hài ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
875,994,"['enjoyment', 'sadness', 'disgust']",mình thấy nhà ma để background lúc duy thuận ngồi kể chuyện này rất hay đừng để background giống những ví dụ trước coi nó lag kinh khủng luôn 😢,0.0,1.0,1.0,1.0,0.0,0.0,0.0
876,995,['enjoyment'],"thích background này ghê, giống những tập đầu nhìn cuốn với chân thật cực",0.0,0.0,0.0,1.0,0.0,0.0,0.0
877,996,"['enjoyment', 'surprise']",chào anh duy thuận mãi ủng hộ kênh nhà ma,1.0,0.0,0.0,1.0,0.0,0.0,0.0
878,997,"['surprise', 'other']",bữa nào cũng nghe mới ngủ được dù ngủ ban ngày 🤭,1.0,0.0,0.0,0.0,0.0,1.0,0.0
879,998,"['sadness', 'surprise', 'enjoyment']","ôi là trời thứ 4 nào cũng ngồi hóng trực tiếp mà h này mới xem được, hơi buồn xí 😅nhưng xem h này hấp dẫn li kì rùng rợn 🤣",1.0,1.0,0.0,1.0,0.0,0.0,0.0
880,999,"['enjoyment', 'surprise']",hay ạ ❤,1.0,0.0,0.0,1.0,0.0,0.0,0.0
881,1000,"['sadness', 'surprise', 'other']","kể về quả báo sát sinh đi anh, mấy cái nghiệp về sát sinh ấy",1.0,1.0,0.0,0.0,0.0,1.0,0.0
882,1001,['sadness'],ước gì 1 tuần ra 2 tập .: (((,0.0,1.0,0.0,0.0,0.0,0.0,0.0
883,1002,"['enjoyment', 'surprise']",hello hehehe lâu lắm rồi em mới được xem kênh của anh duy thuận nha,1.0,0.0,0.0,1.0,0.0,0.0,0.0
884,1003,"['sadness', 'disgust', 'other']",lão giám đốc ác quá nên chết là phải rồi ác giả ác báo mà.,0.0,1.0,1.0,0.0,0.0,1.0,0.0
885,1004,"['sadness', 'other']","cá nhân em thấy nội dung cốt truyện các tập mà nhà ma cho phát sóng hàng tuần đang dần mất đi sự lôi cuốn và hấp dẫn, cảm giác các tập truyện không còn trau truốt về mặt ý tưởng cũng như nội dung nữa cốt truyện khá rời rạc tính hấp dẫn không còn cao và ấn tượng để lại cho người nghe không còn nhiều như xưa đây là ý kiến cá nhân của em thôi ạ: ((",0.0,1.0,0.0,0.0,0.0,1.0,0.0
886,1005,"['enjoyment', 'surprise']",giọng kể hay,1.0,0.0,0.0,1.0,0.0,0.0,0.0
887,1007,"['anger', 'disgust', 'sadness']","nói xin lỗi trước nha, nhưng nghe giọng review của quản trị viên nghe mắc ẻ thật sự, tôi góp ý thật lòng nên để giọng gogle như xưa nếu muốn kênh phát triển lâu dài, với giọng review này thì dù bộ phim có hay đến đâu cũng chẳng muốn xem, giọng thật phải hay, truyền cảm, hài hước, lúc trầm, lúc bổng, tên nhân vật tiếng anh nói phải chuẩn như mọt review thì hãng để giọng thật, chứ giọng thật thế này xem được 3 giây mắc ẻ 🤮, hết xem nổi 😥",0.0,1.0,1.0,0.0,1.0,0.0,0.0
888,1008,"['surprise', 'other']",phim này có vietsub ở việt nam chưa nhỉ.,1.0,0.0,0.0,0.0,0.0,1.0,0.0
889,1009,"['sadness', 'other']",huhu em nhớ giọng trước kia của chị quá ạ = (,0.0,1.0,0.0,0.0,0.0,1.0,0.0
890,1012,['other'],chị quay trở lại giọng cũ đi ạ,0.0,0.0,0.0,0.0,0.0,1.0,0.0
891,1013,"['enjoyment', 'surprise']",y như hoạt hình à không nó là hoạt hình bà luôn rồi,1.0,0.0,0.0,1.0,0.0,0.0,0.0
892,1014,"['enjoyment', 'surprise']",em tưởng rap không á,1.0,0.0,0.0,1.0,0.0,0.0,0.0
893,1015,"['enjoyment', 'surprise']",thông minh nhưng báo quá báo 🤣 ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
894,1016,['other'],chào chị nha,0.0,0.0,0.0,0.0,0.0,1.0,0.0
895,1017,"['surprise', 'other']",giọng thật của chị đâu rồi mấy giọng này em nghe không quen,1.0,0.0,0.0,0.0,0.0,1.0,0.0
896,1018,"['surprise', 'other']",báo quá triệu,1.0,0.0,0.0,0.0,0.0,1.0,0.0
897,1019,"['sadness', 'other']",giọng thật của vân anh nè đk nhỉ lâu rồi không nghe giọng chị nên không nhớ giọng chị ạ,0.0,1.0,0.0,0.0,0.0,1.0,0.0
898,1020,"['sadness', 'enjoyment']",nhớ giọng củ,0.0,1.0,0.0,1.0,0.0,0.0,0.0
899,1021,['other'],thời gian qua chị bị gì v ạ,0.0,0.0,0.0,0.0,0.0,1.0,0.0
900,1022,"['fear', 'anger', 'surprise']",tôi nghi bị hack kênh rồi,1.0,0.0,0.0,0.0,1.0,0.0,1.0
901,1023,"['sadness', 'surprise', 'other']",kênh bán rồi nha mọi người . anh em hủy đăng ký chuyển qua kênh vua phim new đi,1.0,1.0,0.0,0.0,0.0,1.0,0.0
902,1024,"['surprise', 'other']",nói vậy thì dương tiễn là con trai của đại công chúa và là cháu của ngọc hoàng à:>>,1.0,0.0,0.0,0.0,0.0,1.0,0.0
903,1025,"['sadness', 'anger', 'fear', 'disgust']","lưu đào diễn xuất hay thật, lúc lạnh lùng nhìn đúng chán ghét, lúc tình cảm thì tràn đầy ấm áp, lúc bi thương thì ngập tràn thống khổ . xem khúc giao cơ đau đớn vì chồng con chết mà nước mắt tuôn theo, khóc gần nửa tiếng vì cảnh đó ...",0.0,1.0,1.0,0.0,1.0,0.0,1.0
904,1026,"['sadness', 'surprise', 'other']",nhờ phim này mới biết số phận của dương tiễn giống với trầm hương nên trong phim trầm hương dương tiễn lúc nào cũng nương tay và nặng lòng với trầm hương,1.0,1.0,0.0,0.0,0.0,1.0,0.0
905,1027,['enjoyment'],tôi rấi thích giao long 😍,0.0,0.0,0.0,1.0,0.0,0.0,0.0
906,1028,"['enjoyment', 'surprise', 'other']",phim hài vãi lồn 😂 có cô vợ cái gì cũng có thể biến ra được kể cả bao cao su,1.0,0.0,0.0,1.0,0.0,1.0,0.0
907,1029,"['enjoyment', 'surprise']","phim hay,,, xem tập phim này mới biết nhi lang thần xuất thân từ đâu, phim hay quá 👍",1.0,0.0,0.0,1.0,0.0,0.0,0.0
908,1030,"['enjoyment', 'surprise']",khúc cuối còn thấy hổ yêu thở phập phình bụng nữa . cười lăn,1.0,0.0,0.0,1.0,0.0,0.0,0.0
909,1031,"['enjoyment', 'other']",long phụng là những con vật tui thích nhất 👍😍,0.0,0.0,0.0,1.0,0.0,1.0,0.0
910,1032,"['enjoyment', 'surprise']",bởi vì ông là ngọc hoàng nên ông có quyền có vợ có con 😂,1.0,0.0,0.0,1.0,0.0,0.0,0.0
911,1033,['other'],"người lớn thêm cả trục5 xác vẫn y nguyên, đạo diễn hay thật",0.0,0.0,0.0,0.0,0.0,1.0,0.0
912,1034,"['enjoyment', 'surprise', 'other']","làm thần tiên cũng thích thật . vẫy tay 1 cái muốn gì được nấy . muốn tròn được tròn, muốn dài được dài . kể cả dài ra chảy xệ cũng có thể thành tròn vo . 😂",1.0,0.0,0.0,1.0,0.0,1.0,0.0
913,1035,"['enjoyment', 'sadness']",phim hay quá xem mà khóc theo,0.0,1.0,0.0,1.0,0.0,0.0,0.0
914,1036,"['enjoyment', 'surprise']",mấy ekip cầm máy quạt hơi mệt à 🤣 quạt ba lá rừng cảnh này . ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
915,1037,"['sadness', 'surprise', 'other']",giông câu chuyện tìm mẹ của người xưa hay kể lúc mình còn bé,1.0,1.0,0.0,0.0,0.0,1.0,0.0
916,1038,"['enjoyment', 'surprise']","bắt con trộm long châu thì có 1 đứa, đi bắt bà tiên nữ thì cả bầy tiên 😂",1.0,0.0,0.0,1.0,0.0,0.0,0.0
917,1039,"['enjoyment', 'surprise', 'other']",tưởng tiểu long nữ xuất hiện không chứ 🤣,1.0,0.0,0.0,1.0,0.0,1.0,0.0
918,1040,"['enjoyment', 'surprise']",dòng máu thần tiên 🧚‍♀️ cười ỉa 🤣,1.0,0.0,0.0,1.0,0.0,0.0,0.0
919,1041,"['enjoyment', 'surprise']",phim này hài quá mức rồi 😂,1.0,0.0,0.0,1.0,0.0,0.0,0.0
920,1042,"['disgust', 'surprise']",người họ dương không ăn tim . chính là lý do này,1.0,0.0,1.0,0.0,0.0,0.0,0.0
921,1043,"['surprise', 'enjoyment', 'other']",từ nay ông trời là anh vợ của huynh 🤣 hài vãi,1.0,0.0,0.0,1.0,0.0,1.0,0.0
922,1044,"['enjoyment', 'sadness', 'surprise', 'other']","không khí nhộn nhịp sôi động của sài gòn trong mùa giáng sinh nick nguyen cập nhật . văn hóa quê hương luôn là nỗi nhớ khi sống nơi xứ người . nhìn cảnh tấp nập náo nhiệt, cảm giác nôn nao muốn được trở về . cảm ơn em nhiều ngày mới an lành nhé.",1.0,1.0,0.0,1.0,0.0,1.0,0.0
923,1045,"['enjoyment', 'surprise', 'other']",những lễ hội thế này có chổ để tụi nhỏ ra chơi và giao lưu văn hóa cùng nghệ thuật...vui quá!! cô cám ơn nick!,1.0,0.0,0.0,1.0,0.0,1.0,0.0
924,1046,"['enjoyment', 'surprise']",sài gòn trẻ trung và năng động ❤️️️👍,1.0,0.0,0.0,1.0,0.0,0.0,0.0
925,1047,"['enjoyment', 'surprise']","good job, nick! ít nhất quay youtube cũng phải như thế, cho mọi người nghe các ban nhạc chơi . mình đang chờ các clip sau của nick.",1.0,0.0,0.0,1.0,0.0,0.0,0.0
926,1048,"['enjoyment', 'surprise']","wow, vui quá, sài gòn tuyệt đỉnh.",1.0,0.0,0.0,1.0,0.0,0.0,0.0
927,1049,"['enjoyment', 'sadness', 'surprise']","cám ơn nick chia sẻ video về saigon, vì đã lâu chưa về 💕 ....... from deutschland 🇩🇪",1.0,1.0,0.0,1.0,0.0,0.0,0.0
928,1050,"['enjoyment', 'surprise']",việt nam chỗ nào cũng đông vui náo nhiệt quá nick ơi và nhiều người đẹp chứ không phải áo dài đẹp 😁💯👌thank nick,1.0,0.0,0.0,1.0,0.0,0.0,0.0
929,1051,"['enjoyment', 'surprise', 'other']","vui quá ha nick, chổ nào cũng đông vui . chúc nick đi nhạc hội vui vẽ nhé.😊 f. dk",1.0,0.0,0.0,1.0,0.0,1.0,0.0
930,1053,"['enjoyment', 'surprise']",oi việt nam mình mói đúng là thien đường của tre em . nhiều chỗ vui chơi ngoài trời quá hé 👍,1.0,0.0,0.0,1.0,0.0,0.0,0.0
931,1054,"['sadness', 'disgust', 'other']","nick ơi, việt nam thì có lễ hội thường xuyên và luôn để lại những bãi rác…chú thì không bao giờ tới những nơi như vầy…",0.0,1.0,1.0,0.0,0.0,1.0,0.0
932,1055,"['enjoyment', 'surprise']",cam on nick le thôi vui qua chuc ban thanh congrats,1.0,0.0,0.0,1.0,0.0,0.0,0.0
933,1057,"['enjoyment', 'surprise']",những ngày rộn rịp cuối năm ở sài gòn,1.0,0.0,0.0,1.0,0.0,0.0,0.0
934,1058,"['enjoyment', 'surprise']",qua em cũng đi nữa mà âm nhạc nhật bản hay hpnw,1.0,0.0,0.0,1.0,0.0,0.0,0.0
935,1059,['other'],quẫy lên moi ngay ơi,0.0,0.0,0.0,0.0,0.0,1.0,0.0
936,1061,"['surprise', 'enjoyment']",tuần sau bắt đầu trang trí đường hoa người huệ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
937,1062,"['sadness', 'enjoyment']","ở việt nam vui và sôi động quá, mình ở nhật buồn quá, ở nhật ủ rủ quá mọi người ạ, muốn về việt nam mà chưa có đk",0.0,1.0,0.0,1.0,0.0,0.0,0.0
938,1083,"['surprise', 'enjoyment']",vở kịch ra đời cách đây hơn 30 năm vẫn còn mang tính thời sự nóng hổi.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
939,1084,"['sadness', 'surprise', 'other']",cám ơn lưu quang vũ . nhà soạn kịch trứ danh . đã nói lên được tính thời sự của đất nước lấy mẫu của người tù oan tạ đình đề.,1.0,1.0,0.0,0.0,0.0,1.0,0.0
940,1085,"['enjoyment', 'surprise']",vở kịch hay đến từng câu thoại . quá tuyệt vời 😍  ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
941,1086,['surprise'],thật khâm phục những con người đi trước mở đường,1.0,0.0,0.0,0.0,0.0,0.0,0.0
942,1087,"['surprise', 'enjoyment', 'other']","hay cho câu lạ thật lúc chúng tôi làm ăn yếu kém bê bết thì không có ai nhòm ngó gì tới, đến khi làm ăn thấm khá hơn được 1 chút thì hết phái đoàn nọ tới phái đoàn kia tới kiểm tra chất vấn phê phán;)) giờ năm 2022 rồi vẫn quá chuẩn",1.0,0.0,0.0,1.0,0.0,1.0,0.0
943,1088,"['enjoyment', 'surprise']","chỉ xem thu quỳnh đóng phim, nay lai thấy diễn kịch, rât dễ thương, giọng truyền cảm",1.0,0.0,0.0,1.0,0.0,0.0,0.0
944,1089,['other'],sâu sắc và thâm thúy.,0.0,0.0,0.0,0.0,0.0,1.0,0.0
945,1090,['enjoyment'],nhân vật giám đốc là nguyên mẫu tạ đình đề . 🥰,0.0,0.0,0.0,1.0,0.0,0.0,0.0
946,1091,"['enjoyment', 'surprise']",thu quỳnh diễn đạt quá!!!,1.0,0.0,0.0,1.0,0.0,0.0,0.0
947,1092,"['enjoyment', 'surprise']",vở kịch tuyệt vời,1.0,0.0,0.0,1.0,0.0,0.0,0.0
948,1093,['other'],mong trở thành hiện thực,0.0,0.0,0.0,0.0,0.0,1.0,0.0
949,1094,"['enjoyment', 'surprise']",kịch hay quá,1.0,0.0,0.0,1.0,0.0,0.0,0.0
950,1095,"['enjoyment', 'surprise', 'other']","tôi đã xem vở kịch này 3 lần với 3 dàn thế hệ diễn viên khác nhau . lần đầu là năm 1985, với thế hệ diễn viên như nói trần vân, hoàng cúc, hoàng dũng...nhưng hồi đó tôi còn bé nên xem chả hiểu gì mấy . lần thứ 2 là năm 2003, cũng là của nh kịch hà nội dàn dựng nhưng với dàn diễn viên 7x như thanh tùng, thu hà .. và hôm nay vào kênh youtube này xem là lần thứ 3.",1.0,0.0,0.0,1.0,0.0,1.0,0.0
951,1096,"['fear', 'surprise', 'other']",vấn đề vẫn còn mang tính thời sự,1.0,0.0,0.0,0.0,0.0,1.0,1.0
952,1097,['other'],"xem kịch của lưu quang vũ, về độ sâu sắc thì không biết thế nào cho đủ . nhưng về kịch bản, lời thoại thì không thừa 1 câu 1 chữ nào",0.0,0.0,0.0,0.0,0.0,1.0,0.0
953,1098,"['surprise', 'enjoyment']",đúng là lưu quang vũ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
954,1099,['other'],kịch hay quá,0.0,0.0,0.0,0.0,0.0,1.0,0.0
955,1100,"['surprise', 'enjoyment']",thu quỳnh qúa xuất sắc,1.0,0.0,0.0,1.0,0.0,0.0,0.0
956,1101,['other'],vai người trông coi nghia trang là diễn viên nào đóng?,0.0,0.0,0.0,0.0,0.0,1.0,0.0
957,1102,"['sadness', 'anger', 'disgust', 'surprise']","cái hay tác giả đã nhìn thấy sự bất cấp của cơ chế dám nói lên cái vô lí trong cơ chế bất cập của cả hệ thống xhcn, chính vậy mà cả hệ thống xh cn trên toàn thế giới đã sụp đổ . tác giả là một nhà văn, nhà thơ tử tế đóng góp và tạo lên sự phát triển của dân tộc này,",1.0,1.0,1.0,0.0,1.0,0.0,0.0
958,1103,"['enjoyment', 'surprise', 'other']","2 em nhảy đẹp quá, chúc mừng việt nam giành trọn 5 hcv aerobic",1.0,0.0,0.0,1.0,0.0,1.0,0.0
959,1104,"['enjoyment', 'other']",đẹp quá . xem mà rưng rưng xúc động . tự hào con người việt nam . để có được thành quả như vậy là nỗ lực tập luyện của các vận động viên . cảm ơn các vđv đem lại vinh quang cho đất nước,0.0,0.0,0.0,1.0,0.0,1.0,0.0
960,1105,['other'],"nhẹ nhàng, mềm mại, uyển chuyển xem đã...con mắt.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
961,1106,['enjoyment'],thích cả phần trình diễn cả âm nhạc . mê quá,0.0,0.0,0.0,1.0,0.0,0.0,0.0
962,1107,"['enjoyment', 'surprise']",quá đẹp 🎉,1.0,0.0,0.0,1.0,0.0,0.0,0.0
963,1108,['other'],bài này hcđ thế giới năm vừa rồi,0.0,0.0,0.0,0.0,0.0,1.0,0.0
964,1109,"['enjoyment', 'surprise']",nhìn cuốn vãi,1.0,0.0,0.0,1.0,0.0,0.0,0.0
965,1111,"['surprise', 'enjoyment']",có 5 cái hcv việt nam lays tất không cho dối thủ cái nào,1.0,0.0,0.0,1.0,0.0,0.0,0.0
966,1112,"['surprise', 'enjoyment']","đang chờ xem group 5, đăng lẹ quản trị viên ơi, bên next sports chiếu rồi, nma không có nhạc",1.0,0.0,0.0,1.0,0.0,0.0,0.0
967,1113,['other'],không có group 5 hả mọi người,0.0,0.0,0.0,0.0,0.0,1.0,0.0
968,1114,['other'],quá out trình,0.0,0.0,0.0,0.0,0.0,1.0,0.0
969,1115,['other'],"về diễn xuất thì hoài linh không có tuổi để nhận xét công lý, một diễn viên hài đi nhận xét về một nghệ sĩ nhân dân",0.0,0.0,0.0,0.0,0.0,1.0,0.0
970,1116,['other'],công lý thực sự là người có trình độ diễn xuất thuộc dạng đỉnh nhất theo quan điểm của mình . cái lồn đóng đủ các vai từ hài đến chính kịch . anh là người đủ kinh nghiệm để nâng người khác và kích thích điểm mạnh của bạn diễn.,0.0,0.0,0.0,0.0,0.0,1.0,0.0
